time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.pose.covariance0,field.pose.covariance1,field.pose.covariance2,field.pose.covariance3,field.pose.covariance4,field.pose.covariance5,field.pose.covariance6,field.pose.covariance7,field.pose.covariance8,field.pose.covariance9,field.pose.covariance10,field.pose.covariance11,field.pose.covariance12,field.pose.covariance13,field.pose.covariance14,field.pose.covariance15,field.pose.covariance16,field.pose.covariance17,field.pose.covariance18,field.pose.covariance19,field.pose.covariance20,field.pose.covariance21,field.pose.covariance22,field.pose.covariance23,field.pose.covariance24,field.pose.covariance25,field.pose.covariance26,field.pose.covariance27,field.pose.covariance28,field.pose.covariance29,field.pose.covariance30,field.pose.covariance31,field.pose.covariance32,field.pose.covariance33,field.pose.covariance34,field.pose.covariance35
1720044857951553136,10,5363660000000,map,2.50873229233,0.456160954541,0.0,0.0,0.0,0.0596465129185,0.998219561768,0.00295951885564,-0.00149445772726,0.0,0.0,0.0,0.0,-0.00149445772726,0.00777560014808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00303410377724
1720044858220801573,11,5363920000000,map,2.76085845722,0.49035246763,0.0,0.0,0.0,0.0612291830411,0.998123733384,0.00314767154344,-0.00182914931529,0.0,0.0,0.0,0.0,-0.00182914931529,0.0105533268336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00314203860893
1720044858471540460,12,5364180000000,map,3.0108846322,0.515745395129,0.0,0.0,0.0,0.058608807365,0.998281026415,0.00366501613073,-0.0025829776861,0.0,0.0,0.0,0.0,-0.0025829776861,0.0129594989876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00317649652317
1720044858780938672,13,5364440000000,map,3.26142191846,0.546964919328,0.0,0.0,0.0,0.0580100823289,0.998315997241,0.0036307165259,-0.00299774856259,0.0,0.0,0.0,0.0,-0.00299774856259,0.0163129414812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00349634754472
1720044859017870022,14,5364700000000,map,3.51207477402,0.586741700473,0.0,0.0,0.0,0.0601552908564,0.998189030686,0.00423769270123,-0.0039942094448,0.0,0.0,0.0,0.0,-0.0039942094448,0.020943812813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00396244886604
1720044859277672757,15,5364960000000,map,3.75956192823,0.629853413798,0.0,0.0,0.0,0.0622769567921,0.998058906404,0.00430591649723,-0.00422022425972,0.0,0.0,0.0,0.0,-0.00422022425972,0.0239349480417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00411963073732
1720044859540628304,16,5365220000000,map,4.00657716104,0.659610579424,0.0,0.0,0.0,0.0609657982772,0.998139855652,0.00469663420235,-0.00444965225512,0.0,0.0,0.0,0.0,-0.00444965225512,0.0235548968386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00376196603887
1720044859792805530,17,5365480000000,map,4.25728095107,0.687253474692,0.0,0.0,0.0,0.0607106753456,0.998155405685,0.00440359886796,-0.00548824660163,0.0,0.0,0.0,0.0,-0.00548824660163,0.0269808075219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00374015647121
1720044860040744907,18,5365740000000,map,4.50489409921,0.735035322385,0.0,0.0,0.0,0.065074510767,0.997880407688,0.00409539327106,-0.00552848790609,0.0,0.0,0.0,0.0,-0.00552848790609,0.0311781022275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00431525444861
1720044860304828922,19,5366000000000,map,4.75531130385,0.763529827463,0.0,0.0,0.0,0.0641815865945,0.997938236537,0.00447969501846,-0.00707302250558,0.0,0.0,0.0,0.0,-0.00707302250558,0.0367367890282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045483372275
1720044860580745908,20,5366260000000,map,5.0041646233,0.794166657311,0.0,0.0,0.0,0.0634730565361,0.997983552517,0.00482015761537,-0.00792819849842,0.0,0.0,0.0,0.0,-0.00792819849842,0.0424519773258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00481632862278
1720044860808611977,21,5366520000000,map,5.25965475941,0.821218124382,0.0,0.0,0.0,0.062236767295,0.998061413339,0.00521070114467,-0.00873608358013,0.0,0.0,0.0,0.0,-0.00873608358013,0.0461818158145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045933580565
1720044861168492269,22,5366840000000,map,5.52410263938,0.862529235075,0.0,0.0,0.0,0.0721133227336,0.997396445093,0.00579006580145,-0.00906674788014,0.0,0.0,0.0,0.0,-0.00906674788014,0.0444350301262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00407057807575
1720044861551020624,23,5367260000000,map,5.7702228116,0.925125673634,0.0,0.0,0.0,0.0657252179742,0.997837760221,0.00618692226116,-0.00999524514101,0.0,0.0,0.0,0.0,-0.00999524514101,0.0488510382974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00380107814226
1720044861892614323,24,5367580000000,map,6.03754657187,0.9525417395,0.0,0.0,0.0,0.0147305212335,0.999891499986,0.00628316692104,-0.0109340907965,0.0,0.0,0.0,0.0,-0.0109340907965,0.055040624559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00385243825641
1720044862096624669,25,5367780000000,map,6.22196395199,0.938470134167,0.0,0.0,0.0,-0.0967793287496,0.995305863304,0.00684787946223,-0.0108945561218,0.0,0.0,0.0,0.0,-0.0108945561218,0.0554325119555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00355871413558
