time,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
1121.393666314,-0.0009256607914295539,-0.014309423071693042,0.13227903509078692,6.827304210530897e-07,-1.1894050189974338e-08,-0.003931871258983772,0.9999922701640933
1121.595119284,-0.0009255487253397856,-0.014309424065066176,0.1322790350816178,6.827222229854624e-07,-1.1884485084897189e-08,-0.003931871335726857,0.9999922701637916
1121.635357591,-0.000925528344864571,-0.014309424245669139,0.1322790350799551,6.827207363582726e-07,-1.1882750791842267e-08,-0.003931871349640231,0.9999922701637367
1121.756085412,-0.000925457001546841,-0.014309424877754703,0.13227903507414626,6.827155426320898e-07,-1.1876692287622187e-08,-0.00393187139824042,0.9999922701635455
1121.866730674,-0.0009253964021405919,-0.01430942541449548,0.13227903506922628,6.827111436493792e-07,-1.1871561467451695e-08,-0.0039318714393936196,0.9999922701633839
1121.957399462,-0.0009253454205969567,-0.014309425865938169,0.1322790350650972,6.827074517481303e-07,-1.1867255860336241e-08,-0.003931871473925425,0.999992270163248
1122.057980021,-0.0009252847972479536,-0.014309426402628125,0.132279035060199,6.827030722472592e-07,-1.1862148860549194e-08,-0.003931871514880145,0.999992270163087
1122.158644928,-0.0009252332288719909,-0.014309426859043309,0.13227903505604255,6.826993558919088e-07,-1.1857815625850387e-08,-0.003931871549626919,0.9999922701629504
1122.269375621,-0.0009251725815609116,-0.014309427395682348,0.13227903505116623,6.826949958639178e-07,-1.1852732397935414e-08,-0.003931871590382863,0.99999227016279
1122.370013652,-0.0009251119213431833,-0.014309427932293478,0.13227903504630162,6.826906463325489e-07,-1.1847661969473258e-08,-0.003931871631032884,0.9999922701626303
1122.480625498,-0.0009250506811496386,-0.01430942847389216,0.13227903504140343,6.826862667552002e-07,-1.1842557076288666e-08,-0.003931871671953707,0.9999922701624695
1122.57115599,-0.0009249996376559889,-0.014309428925202927,0.13227903503733074,6.826826252472867e-07,-1.1838312962861902e-08,-0.003931871705972141,0.9999922701623356
1122.702040078,-0.0009249281615288183,-0.014309429557005954,0.13227903503164282,6.826775394947441e-07,-1.1832386339383674e-08,-0.0039318717534712255,0.9999922701621489
1122.802696518,-0.0009248668821624654,-0.014309430098520884,0.13227903502678034,6.826731917805324e-07,-1.1827320253884808e-08,-0.0039318717940680075,0.9999922701619892
1122.863043492,-0.0009248362376037622,-0.014309430369268225,0.1322790350243535,6.826710218650384e-07,-1.1824792124892412e-08,-0.003931871814326024,0.9999922701619095
1122.963666303,-0.0009247749387537481,-0.014309430910742299,0.13227903501950872,6.826666899401886e-07,-1.1819745482290314e-08,-0.003931871854761337,0.9999922701617505
1123.054236976,-0.0009247238464838567,-0.014309431361949329,0.13227903501548044,6.826630880637103e-07,-1.1815549630076027e-08,-0.003931871888376263,0.9999922701616184
1123.225402388,0.002951807565879719,-0.017666892610276222,0.13241811577509632,-4.6890589644739e-06,-0.0002754293734379768,-0.010386525897315787,0.9999460206413432
1123.305884923,0.03018631940531549,-0.03203383765460335,0.1363651856691258,-0.00028880360995406097,-0.007962017596383686,-0.035879352085400495,0.9993243692426407
1123.406550374,0.08508556924656102,-0.06627999034051726,0.13829784583616256,-0.0010421590519438433,-0.011691028558482254,-0.08871564063948621,0.995987835699654
1123.497082207,0.1268207907358888,-0.09524578752470253,0.13231583427117916,-3.558140559767344e-05,3.197506563885812e-05,-0.1267768895700714,0.9919312566818813
1123.607739282,0.17172992451967514,-0.12332719784961238,0.13227915223498335,4.1378425743981416e-07,1.054011219210789e-07,-0.1593971212108897,0.9872145449442582
1123.64796991,0.18595770617538748,-0.13225169969676062,0.13227915984462035,2.4645733848402637e-07,6.649052283627263e-08,-0.16941321870827283,0.9855451087224967
1123.6982451,0.20719110365283763,-0.14558278796383806,0.13227916814224627,-1.0947436820702685e-07,-8.452282644660116e-08,-0.1844049833414339,0.9828503457387733
1123.798805511,0.25089063399165185,-0.17382077594288234,0.13227886578010548,-1.225410877084888e-06,-6.181852548303433e-07,-0.21611776978178132,0.9763673025980875
1123.859161566,0.2765498243379989,-0.19225897858965663,0.13233810627630105,-7.327813624798282e-05,-9.847484339927233e-05,-0.23557473544940216,0.9718562285394707
1123.969778266,0.3318982423630968,-0.24405434547443078,0.13227848140813642,-1.3776478843285662e-06,1.984930784236952e-07,-0.2761888058904047,0.9611033989633451
1124.100516666,0.3976691725313398,-0.30705682488395986,0.13227935791085974,1.0883336784640257e-07,-3.5455695456574954e-08,-0.3174332069665985,0.9482806331012396
1124.462924502,0.5844764031212801,-0.4532479041416096,0.1328576439074421,-0.0005792518069552064,-0.0006177208481662553,-0.43518015413031536,0.9003429992727287
1124.50314596,0.6058308851014788,-0.47291818792672025,0.1328304278663633,-0.0005537962770587255,-0.0006439668492774051,-0.4536519686336946,0.8911785286748968
1124.755087718,0.7166102767208737,-0.5612161584831711,0.1322790940760547,-3.4727843077279627e-07,-2.922630445708433e-07,-0.5463095482961887,0.8375833555176512
1125.288446891,0.7670751045798192,-0.6225256519679254,0.13227899552702949,-1.2016705392698455e-06,-9.069851062839764e-07,-0.5878065368677505,0.8090015297966223
1126.375184606,0.8735939556468051,-1.1106993261666296,0.13228086794965538,3.008417953672778e-06,-1.895319295413502e-05,-0.5497657017289582,0.8353189048705844
1126.89908359,1.0932809874688423,-1.358064824315841,0.13227886751060294,2.830177286439337e-07,-4.48490979828035e-07,-0.3664009104071392,0.930457077383228
1127.200855037,1.2294034039677024,-1.487430287328648,0.13227858606132725,1.1070512077013097e-07,6.207845842087355e-08,-0.3332055178219914,0.9428542214430407
