time,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
624.197079236,22.883051727909237,4.2291929539992426,0.0,0.0,0.0,0.9667900592782267,0.2555718710672263
626.704513752,22.808756370386085,4.284110211206307,0.0,0.0,0.0,0.9626510002588585,0.27074536321167014
626.895699335,22.582920399818228,4.40456928780795,0.0,0.0,0.0,0.971058208411219,0.23884295232891717
627.21800874,5.567577848087399,0.06254561120783295,0.0,0.0,0.0,0.9958304390248737,0.09122355349101152
627.288461093,5.504231547187774,0.023522703686161685,0.0,0.0,0.0,0.9917688757751911,0.1280409975110066
627.409248091,5.531257669447196,0.01501740960763812,0.0,0.0,0.0,0.9908891632335846,0.1346798655562388
627.489715449,5.531136489520747,0.00775792572433101,0.0,0.0,0.0,0.9885957442301354,0.15059367347290784
627.550116251,5.517523512458332,0.0077098522102465135,0.0,0.0,0.0,0.9880214798324798,0.15431641322178533
627.590380044,5.497405379338688,0.017534365291381106,0.0,0.0,0.0,0.9873931978464401,0.15828667930871773
628.033578102,5.296064479393498,0.06978345953786369,0.0,0.0,0.0,0.977484261169186,0.2110083390923937
628.144356654,5.330061612193804,0.12053748277711468,0.0,0.0,0.0,0.9752644044300608,0.221041492601907
628.295315267,5.2690762660434824,0.17329640792900894,0.0,0.0,0.0,0.9571910468756071,0.2894569048773571
628.385899271,5.218606240634555,0.20602310257319695,0.0,0.0,0.0,0.9409314651873297,0.33859707296494
628.486603151,5.175756819504665,0.24007663512114763,0.0,0.0,0.0,0.9354842893899468,0.35336828423697886
628.587253734,5.123588983517715,0.27362715542254074,0.0,0.0,0.0,0.9280336406027145,0.37249639180758737
628.687936646,5.080515071033976,0.3322216771797182,0.0,0.0,0.0,0.9223244499517288,0.3864163674344565
627.848988118,4.9339275265907885,0.4569342048504458,0.0,0.0,0.0,0.8999402169921256,0.43601330924659404
627.919395934,4.945549874209504,0.4321432730042289,0.0,0.0,0.0,0.9000336609049163,0.4358203864415869
627.959721195,4.923722447171471,0.44256844697905423,0.0,0.0,0.0,0.8975233895660233,0.4409668527020103
628.060491017,4.921320942939147,0.46691092339744605,0.0,0.0,0.0,0.8973040816651565,0.44141294161708733
628.141036434,4.913724433267081,0.46529409842432257,0.0,0.0,0.0,0.8918229238448993,0.4523846510490106
628.191348037,4.912948652329498,0.4634561506900621,0.0,0.0,0.0,0.8909254397699802,0.4541496017510832
628.271864302,4.916924483350897,0.48550310182735407,0.0,0.0,0.0,0.8878505923230733,0.46013185687536123
628.372524106,4.924420561538655,0.4931979486974379,0.0,0.0,0.0,0.8763427766518369,0.4816880087880003
628.45296817,4.926256296834369,0.5531297476449485,0.0,0.0,0.0,0.8451073890092164,0.5345965778435408
630.097604074,4.875184405297364,0.7557324613616575,0.0,0.0,0.0,0.7770404091942771,0.6294507148929059
630.168190464,4.804427449657119,0.9221676210329199,0.0,0.0,0.0,0.8370430266501352,0.5471370683260102
